ResultIndex,RaceIndex,PerfectFinish,RaceNumberGroup,DriversInRace,Race_AverageAge,DriverAgeGroup,GridPositionGroup,CircuitRegion,RaceHalfDecade,RaceMonthGroup,RaceTime
21827,2013.6,1,2,Many,26_27,Older,Middle,Europe,2010-2014,Spring,Middle
21828,2013.6,1,2,Many,26_27,Older,Front,Europe,2010-2014,Spring,Middle
21829,2013.6,1,2,Many,26_27,Younger,Middle,Europe,2010-2014,Spring,Middle
21830,2013.6,1,2,Many,26_27,Average,Back,Europe,2010-2014,Spring,Middle
21831,2013.6,1,2,Many,26_27,Older,Front,Europe,2010-2014,Spring,Middle
21832,2013.6,1,2,Many,26_27,Average,Middle,Europe,2010-2014,Spring,Middle
21833,2013.6,1,2,Many,26_27,Younger,Back,Europe,2010-2014,Spring,Middle
21834,2013.6,1,2,Many,26_27,Younger,Back,Europe,2010-2014,Spring,Middle
21835,2013.6,1,2,Many,26_27,Younger,Back,Europe,2010-2014,Spring,Middle
21836,2013.6,1,2,Many,26_27,Average,Back,Europe,2010-2014,Spring,Middle
21837,2013.6,0,2,Many,26_27,Younger,Middle,Europe,2010-2014,Spring,Middle
21838,2013.6,0,2,Many,26_27,Average,Back,Europe,2010-2014,Spring,Middle
21839,2013.6,0,2,Many,26_27,Younger,Middle,Europe,2010-2014,Spring,Middle
21840,2013.6,0,2,Many,26_27,Younger,Back,Europe,2010-2014,Spring,Middle
21841,2013.6,0,2,Many,26_27,Average,Back,Europe,2010-2014,Spring,Middle
21842,2013.6,0,2,Many,26_27,Older,Back,Europe,2010-2014,Spring,Middle
21843,2013.6,0,2,Many,26_27,Younger,Back,Europe,2010-2014,Spring,Middle
21844,2013.7,1,2,Many,26_27,Average,Front,Americas_Oceania,2010-2014,Summer,Late
21845,2013.7,1,2,Many,26_27,Older,Front,Americas_Oceania,2010-2014,Summer,Late
21846,2013.7,1,2,Many,26_27,Average,Front,Americas_Oceania,2010-2014,Summer,Late
21847,2013.7,1,2,Many,26_27,Older,Front,Americas_Oceania,2010-2014,Summer,Late
21848,2013.7,1,2,Many,26_27,Average,Front,Americas_Oceania,2010-2014,Summer,Late
21849,2013.7,0,2,Many,26_27,Younger,Middle,Americas_Oceania,2010-2014,Summer,Late
21850,2013.7,0,2,Many,26_27,Average,Back,Americas_Oceania,2010-2014,Summer,Late
21851,2013.7,0,2,Many,26_27,Older,Back,Americas_Oceania,2010-2014,Summer,Late
21852,2013.7,0,2,Many,26_27,Older,Middle,Americas_Oceania,2010-2014,Summer,Late
21853,2013.7,0,2,Many,26_27,Older,Middle,Americas_Oceania,2010-2014,Summer,Late
21854,2013.7,0,2,Many,26_27,Younger,Middle,Americas_Oceania,2010-2014,Summer,Late
21855,2013.7,0,2,Many,26_27,Older,Back,Americas_Oceania,2010-2014,Summer,Late
21856,2013.7,0,2,Many,26_27,Average,Back,Americas_Oceania,2010-2014,Summer,Late
21857,2013.7,0,2,Many,26_27,Younger,Front,Americas_Oceania,2010-2014,Summer,Late
21858,2013.7,0,2,Many,26_27,Younger,Middle,Americas_Oceania,2010-2014,Summer,Late
21859,2013.7,0,2,Many,26_27,Average,Back,Americas_Oceania,2010-2014,Summer,Late
21860,2013.7,0,2,Many,26_27,Younger,Back,Americas_Oceania,2010-2014,Summer,Late
21861,2013.7,0,2,Many,26_27,Younger,Back,Americas_Oceania,2010-2014,Summer,Late
21862,2013.7,0,2,Many,26_27,Younger,Back,Americas_Oceania,2010-2014,Summer,Late
21863,2013.7,0,2,Many,26_27,Younger,Back,Americas_Oceania,2010-2014,Summer,Late
21864,2013.7,0,2,Many,26_27,Average,Middle,Americas_Oceania,2010-2014,Summer,Late
21865,2013.7,0,2,Many,26_27,Average,Back,Americas_Oceania,2010-2014,Summer,Late
21866,2013.8,1,2,Many,26_27,Average,Front,Europe,2010-2014,Summer,Middle
21867,2013.8,1,2,Many,26_27,Older,Front,Europe,2010-2014,Summer,Middle
21868,2013.8,1,2,Many,26_27,Older,Middle,Europe,2010-2014,Summer,Middle
21869,2013.8,1,2,Many,26_27,Average,Front,Europe,2010-2014,Summer,Middle
21870,2013.8,1,2,Many,26_27,Older,Middle,Europe,2010-2014,Summer,Middle
21871,2013.8,1,2,Many,26_27,Older,Middle,Europe,2010-2014,Summer,Middle
21872,2013.8,1,2,Many,26_27,Older,Front,Europe,2010-2014,Summer,Middle
21873,2013.8,1,2,Many,26_27,Younger,Front,Europe,2010-2014,Summer,Middle
21874,2013.8,1,2,Many,26_27,Average,Back,Europe,2010-2014,Summer,Middle
21875,2013.8,1,2,Many,26_27,Average,Back,Europe,2010-2014,Summer,Middle
21876,2013.8,1,2,Many,26_27,Average,Back,Europe,2010-2014,Summer,Middle
21877,2013.8,1,2,Many,26_27,Younger,Back,Europe,2010-2014,Summer,Middle
21878,2013.8,1,2,Many,26_27,Older,Middle,Europe,2010-2014,Summer,Middle
21879,2013.8,1,2,Many,26_27,Younger,Back,Europe,2010-2014,Summer,Middle
21880,2013.8,1,2,Many,26_27,Younger,Back,Europe,2010-2014,Summer,Middle
21881,2013.8,1,2,Many,26_27,Younger,Back,Europe,2010-2014,Summer,Middle
21882,2013.8,1,2,Many,26_27,Younger,Back,Europe,2010-2014,Summer,Middle
21883,2013.8,1,2,Many,26_27,Average,Back,Europe,2010-2014,Summer,Middle
21884,2013.8,0,2,Many,26_27,Average,Middle,Europe,2010-2014,Summer,Middle
21885,2013.8,0,2,Many,26_27,Younger,Back,Europe,2010-2014,Summer,Middle
21886,2013.8,0,2,Many,26_27,Average,Front,Europe,2010-2014,Summer,Middle
21887,2013.8,0,2,Many,26_27,Younger,Middle,Europe,2010-2014,Summer,Middle
21888,2013.9,1,2,Many,26_27,Average,Front,Europe,2010-2014,Summer,Middle
21889,2013.9,1,2,Many,26_27,Older,Front,Europe,2010-2014,Summer,Middle
21890,2013.9,1,2,Many,26_27,Average,Front,Europe,2010-2014,Summer,Middle
21891,2013.9,1,2,Many,26_27,Older,Middle,Europe,2010-2014,Summer,Middle
21892,2013.9,1,2,Many,26_27,Average,Front,Europe,2010-2014,Summer,Middle
21893,2013.9,1,2,Many,26_27,Older,Middle,Europe,2010-2014,Summer,Middle
21894,2013.9,1,2,Many,26_27,Older,Front,Europe,2010-2014,Summer,Middle
21895,2013.9,1,2,Many,26_27,Younger,Back,Europe,2010-2014,Summer,Middle
21896,2013.9,1,2,Many,26_27,Average,Middle,Europe,2010-2014,Summer,Middle
21897,2013.9,1,2,Many,26_27,Average,Middle,Europe,2010-2014,Summer,Middle
21898,2013.9,1,2,Many,26_27,Average,Middle,Europe,2010-2014,Summer,Middle
21899,2013.9,1,2,Many,26_27,Younger,Front,Europe,2010-2014,Summer,Middle
21900,2013.9,1,2,Many,26_27,Older,Back,Europe,2010-2014,Summer,Middle
21901,2013.9,1,2,Many,26_27,Younger,Back,Europe,2010-2014,Summer,Middle
21902,2013.9,1,2,Many,26_27,Average,Back,Europe,2010-2014,Summer,Middle
21903,2013.9,0,2,Many,26_27,Younger,Back,Europe,2010-2014,Summer,Middle
21904,2013.9,0,2,Many,26_27,Younger,Back,Europe,2010-2014,Summer,Middle
21905,2013.9,0,2,Many,26_27,Average,Back,Europe,2010-2014,Summer,Middle
21906,2013.9,0,2,Many,26_27,Younger,Back,Europe,2010-2014,Summer,Middle
21907,2013.9,0,2,Many,26_27,Younger,Back,Europe,2010-2014,Summer,Middle
21908,2013.9,0,2,Many,26_27,Younger,Back,Europe,2010-2014,Summer,Middle
21909,2013.9,0,2,Many,26_27,Older,Middle,Europe,2010-2014,Summer,Middle
21910,2013.1,1,2,Many,26_27,Average,Front,Europe,2010-2014,Summer,Middle
21911,2013.1,1,2,Many,26_27,Older,Front,Europe,2010-2014,Summer,Middle
21912,2013.1,1,2,Many,26_27,Average,Front,Europe,2010-2014,Summer,Middle
21913,2013.1,1,2,Many,26_27,Older,Middle,Europe,2010-2014,Summer,Middle
21914,2013.1,1,2,Many,26_27,Older,Front,Europe,2010-2014,Summer,Middle
21915,2013.1,1,2,Many,26_27,Average,Front,Europe,2010-2014,Summer,Middle
21916,2013.1,1,2,Many,26_27,Older,Back,Europe,2010-2014,Summer,Middle
21917,2013.1,1,2,Many,26_27,Older,Middle,Europe,2010-2014,Summer,Middle
21918,2013.1,0,2,Many,26_27,Younger,Middle,Europe,2010-2014,Summer,Middle
21919,2013.1,0,2,Many,26_27,Average,Back,Europe,2010-2014,Summer,Middle
21920,2013.1,0,2,Many,26_27,Average,Middle,Europe,2010-2014,Summer,Middle
21921,2013.1,0,2,Many,26_27,Younger,Back,Europe,2010-2014,Summer,Middle
21922,2013.1,0,2,Many,26_27,Younger,Middle,Europe,2010-2014,Summer,Middle
21923,2013.1,0,2,Many,26_27,Average,Back,Europe,2010-2014,Summer,Middle
21924,2013.1,0,2,Many,26_27,Younger,Back,Europe,2010-2014,Summer,Middle
21925,2013.1,0,2,Many,26_27,Younger,Back,Europe,2010-2014,Summer,Middle
21926,2013.1,0,2,Many,26_27,Younger,Back,Europe,2010-2014,Summer,Middle
21927,2013.1,0,2,Many,26_27,Average,Back,Europe,2010-2014,Summer,Middle
21928,2013.1,0,2,Many,26_27,Average,Front,Europe,2010-2014,Summer,Middle
21929,2013.1,0,2,Many,26_27,Younger,Back,Europe,2010-2014,Summer,Middle
21930,2013.1,0,2,Many,26_27,Younger,Back,Europe,2010-2014,Summer,Middle
21931,2013.1,0,2,Many,26_27,Older,Middle,Europe,2010-2014,Summer,Middle
21932,2013.11,1,3,Many,26_27,Average,Front,Europe,2010-2014,Summer,Middle
21933,2013.11,1,3,Many,26_27,Older,Middle,Europe,2010-2014,Summer,Middle
21934,2013.11,1,3,Many,26_27,Average,Front,Europe,2010-2014,Summer,Middle
21935,2013.11,1,3,Many,26_27,Average,Front,Europe,2010-2014,Summer,Middle
21936,2013.11,1,3,Many,26_27,Older,Front,Europe,2010-2014,Summer,Middle
21937,2013.11,1,3,Many,26_27,Older,Front,Europe,2010-2014,Summer,Middle
21938,2013.11,1,3,Many,26_27,Older,Middle,Europe,2010-2014,Summer,Middle
21939,2013.11,1,3,Many,26_27,Average,Middle,Europe,2010-2014,Summer,Middle
21940,2013.11,1,3,Many,26_27,Older,Middle,Europe,2010-2014,Summer,Middle
21941,2013.11,1,3,Many,26_27,Younger,Back,Europe,2010-2014,Summer,Middle
21942,2013.11,1,3,Many,26_27,Younger,Back,Europe,2010-2014,Summer,Middle
21943,2013.11,1,3,Many,26_27,Younger,Back,Europe,2010-2014,Summer,Middle
21944,2013.11,1,3,Many,26_27,Average,Middle,Europe,2010-2014,Summer,Middle
21945,2013.11,1,3,Many,26_27,Younger,Back,Europe,2010-2014,Summer,Middle
21946,2013.11,1,3,Many,26_27,Younger,Back,Europe,2010-2014,Summer,Middle
21947,2013.11,0,3,Many,26_27,Average,Back,Europe,2010-2014,Summer,Middle
21948,2013.11,0,3,Many,26_27,Average,Back,Europe,2010-2014,Summer,Middle
21949,2013.11,0,3,Many,26_27,Younger,Back,Europe,2010-2014,Summer,Middle
21950,2013.11,0,3,Many,26_27,Younger,Back,Europe,2010-2014,Summer,Middle
21951,2013.11,0,3,Many,26_27,Average,Front,Europe,2010-2014,Summer,Middle
21952,2013.11,0,3,Many,26_27,Older,Middle,Europe,2010-2014,Summer,Middle
21953,2013.11,0,3,Many,26_27,Younger,Back,Europe,2010-2014,Summer,Middle
21954,2013.12,1,3,Many,26_27,Average,Front,Europe,2010-2014,Autumn_Winter,Middle
21955,2013.12,1,3,Many,26_27,Older,Front,Europe,2010-2014,Autumn_Winter,Middle
21956,2013.12,1,3,Many,26_27,Older,Front,Europe,2010-2014,Autumn_Winter,Middle
21957,2013.12,1,3,Many,26_27,Older,Front,Europe,2010-2014,Autumn_Winter,Middle
21958,2013.12,1,3,Many,26_27,Average,Front,Europe,2010-2014,Autumn_Winter,Middle
21959,2013.12,1,3,Many,26_27,Average,Front,Europe,2010-2014,Autumn_Winter,Middle
21960,2013.12,1,3,Many,26_27,Younger,Middle,Europe,2010-2014,Autumn_Winter,Middle
21961,2013.12,1,3,Many,26_27,Average,Back,Europe,2010-2014,Autumn_Winter,Middle
21962,2013.12,1,3,Many,26_27,Average,Middle,Europe,2010-2014,Autumn_Winter,Middle
21963,2013.12,1,3,Many,26_27,Older,Middle,Europe,2010-2014,Autumn_Winter,Middle
21964,2013.12,1,3,Many,26_27,Older,Middle,Europe,2010-2014,Autumn_Winter,Middle
21965,2013.12,1,3,Many,26_27,Younger,Middle,Europe,2010-2014,Autumn_Winter,Middle
21966,2013.12,1,3,Many,26_27,Younger,Back,Europe,2010-2014,Autumn_Winter,Middle
21967,2013.12,1,3,Many,26_27,Average,Back,Europe,2010-2014,Autumn_Winter,Middle
21968,2013.12,1,3,Many,26_27,Younger,Back,Europe,2010-2014,Autumn_Winter,Middle
21969,2013.12,0,3,Many,26_27,Older,Back,Europe,2010-2014,Autumn_Winter,Middle
21970,2013.12,0,3,Many,26_27,Younger,Back,Europe,2010-2014,Autumn_Winter,Middle
21971,2013.12,0,3,Many,26_27,Average,Back,Europe,2010-2014,Autumn_Winter,Middle
21972,2013.12,0,3,Many,26_27,Younger,Back,Europe,2010-2014,Autumn_Winter,Middle
21973,2013.12,0,3,Many,26_27,Younger,Back,Europe,2010-2014,Autumn_Winter,Middle
21974,2013.12,0,3,Many,26_27,Younger,Middle,Europe,2010-2014,Autumn_Winter,Middle
21975,2013.12,0,3,Many,26_27,Average,Back,Europe,2010-2014,Autumn_Winter,Middle
21976,2013.13,1,3,Many,26_27,Average,Front,Asia,2010-2014,Autumn_Winter,Middle
21977,2013.13,1,3,Many,26_27,Older,Middle,Asia,2010-2014,Autumn_Winter,Middle
21978,2013.13,1,3,Many,26_27,Older,Back,Asia,2010-2014,Autumn_Winter,Middle
21979,2013.13,1,3,Many,26_27,Average,Front,Asia,2010-2014,Autumn_Winter,Middle
21980,2013.13,1,3,Many,26_27,Average,Front,Asia,2010-2014,Autumn_Winter,Middle
21981,2013.13,1,3,Many,26_27,Older,Front,Asia,2010-2014,Autumn_Winter,Middle
21982,2013.13,1,3,Many,26_27,Older,Middle,Asia,2010-2014,Autumn_Winter,Middle
21983,2013.13,1,3,Many,26_27,Younger,Back,Asia,2010-2014,Autumn_Winter,Middle
21984,2013.13,1,3,Many,26_27,Average,Middle,Asia,2010-2014,Autumn_Winter,Middle
21985,2013.13,1,3,Many,26_27,Older,Back,Asia,2010-2014,Autumn_Winter,Middle
21986,2013.13,1,3,Many,26_27,Average,Back,Asia,2010-2014,Autumn_Winter,Middle
21987,2013.13,1,3,Many,26_27,Younger,Middle,Asia,2010-2014,Autumn_Winter,Middle
21988,2013.13,1,3,Many,26_27,Younger,Back,Asia,2010-2014,Autumn_Winter,Middle
21989,2013.13,1,3,Many,26_27,Younger,Middle,Asia,2010-2014,Autumn_Winter,Middle
21990,2013.13,0,3,Many,26_27,Older,Front,Asia,2010-2014,Autumn_Winter,Middle
21991,2013.13,0,3,Many,26_27,Average,Back,Asia,2010-2014,Autumn_Winter,Middle
21992,2013.13,0,3,Many,26_27,Younger,Back,Asia,2010-2014,Autumn_Winter,Middle
21993,2013.13,0,3,Many,26_27,Younger,Back,Asia,2010-2014,Autumn_Winter,Middle
21994,2013.13,0,3,Many,26_27,Younger,Back,Asia,2010-2014,Autumn_Winter,Middle
21995,2013.13,0,3,Many,26_27,Average,Back,Asia,2010-2014,Autumn_Winter,Middle
21996,2013.13,0,3,Many,26_27,Average,Front,Asia,2010-2014,Autumn_Winter,Middle
21997,2013.13,0,3,Many,26_27,Younger,Middle,Asia,2010-2014,Autumn_Winter,Middle
21998,2013.14,1,3,Many,26_27,Average,Front,Asia,2010-2014,Autumn_Winter,Early
21999,2013.14,1,3,Many,26_27,Older,Middle,Asia,2010-2014,Autumn_Winter,Early
22000,2013.14,1,3,Many,26_27,Average,Front,Asia,2010-2014,Autumn_Winter,Early
22001,2013.14,1,3,Many,26_27,Average,Middle,Asia,2010-2014,Autumn_Winter,Early
22002,2013.14,1,3,Many,26_27,Average,Front,Asia,2010-2014,Autumn_Winter,Early
22003,2013.14,1,3,Many,26_27,Older,Front,Asia,2010-2014,Autumn_Winter,Early
22004,2013.14,1,3,Many,26_27,Average,Front,Asia,2010-2014,Autumn_Winter,Early
22005,2013.14,1,3,Many,26_27,Older,Middle,Asia,2010-2014,Autumn_Winter,Early
22006,2013.14,1,3,Many,26_27,Older,Front,Asia,2010-2014,Autumn_Winter,Early
22007,2013.14,1,3,Many,26_27,Younger,Middle,Asia,2010-2014,Autumn_Winter,Early
22008,2013.14,1,3,Many,26_27,Younger,Middle,Asia,2010-2014,Autumn_Winter,Early
22009,2013.14,1,3,Many,26_27,Younger,Back,Asia,2010-2014,Autumn_Winter,Early
22010,2013.14,1,3,Many,26_27,Average,Back,Asia,2010-2014,Autumn_Winter,Early
22011,2013.14,1,3,Many,26_27,Younger,Back,Asia,2010-2014,Autumn_Winter,Early
22012,2013.14,1,3,Many,26_27,Average,Back,Asia,2010-2014,Autumn_Winter,Early
22013,2013.14,1,3,Many,26_27,Younger,Back,Asia,2010-2014,Autumn_Winter,Early
22014,2013.14,1,3,Many,26_27,Younger,Back,Asia,2010-2014,Autumn_Winter,Early
22015,2013.14,0,3,Many,26_27,Younger,Back,Asia,2010-2014,Autumn_Winter,Early
22016,2013.14,0,3,Many,26_27,Younger,Middle,Asia,2010-2014,Autumn_Winter,Early
22017,2013.14,0,3,Many,26_27,Older,Back,Asia,2010-2014,Autumn_Winter,Early
22018,2013.14,0,3,Many,26_27,Older,Back,Asia,2010-2014,Autumn_Winter,Early
22019,2013.14,0,3,Many,26_27,Average,Back,Asia,2010-2014,Autumn_Winter,Early
22020,2013.15,1,3,Many,26_27,Average,Front,Asia,2010-2014,Autumn_Winter,Early
22021,2013.15,1,3,Many,26_27,Older,Front,Asia,2010-2014,Autumn_Winter,Early
22022,2013.15,1,3,Many,26_27,Average,Front,Asia,2010-2014,Autumn_Winter,Early
22023,2013.15,1,3,Many,26_27,Older,Middle,Asia,2010-2014,Autumn_Winter,Early
22024,2013.15,1,3,Many,26_27,Older,Middle,Asia,2010-2014,Autumn_Winter,Early
22025,2013.15,1,3,Many,26_27,Average,Middle,Asia,2010-2014,Autumn_Winter,Early
22026,2013.15,1,3,Many,26_27,Younger,Back,Asia,2010-2014,Autumn_Winter,Early
22027,2013.15,1,3,Many,26_27,Average,Front,Asia,2010-2014,Autumn_Winter,Early
22028,2013.15,1,3,Many,26_27,Older,Middle,Asia,2010-2014,Autumn_Winter,Early
22029,2013.15,1,3,Many,26_27,Older,Front,Asia,2010-2014,Autumn_Winter,Early
22030,2013.15,1,3,Many,26_27,Average,Middle,Asia,2010-2014,Autumn_Winter,Early
22031,2013.15,0,3,Many,26_27,Younger,Back,Asia,2010-2014,Autumn_Winter,Early
22032,2013.15,0,3,Many,26_27,Younger,Back,Asia,2010-2014,Autumn_Winter,Early
22033,2013.15,0,3,Many,26_27,Older,Back,Asia,2010-2014,Autumn_Winter,Early
22034,2013.15,0,3,Many,26_27,Younger,Middle,Asia,2010-2014,Autumn_Winter,Early
22035,2013.15,0,3,Many,26_27,Average,Back,Asia,2010-2014,Autumn_Winter,Early
22036,2013.15,0,3,Many,26_27,Younger,Back,Asia,2010-2014,Autumn_Winter,Early
22037,2013.15,0,3,Many,26_27,Younger,Back,Asia,2010-2014,Autumn_Winter,Early
22038,2013.15,0,3,Many,26_27,Younger,Back,Asia,2010-2014,Autumn_Winter,Early
22039,2013.15,0,3,Many,26_27,Average,Front,Asia,2010-2014,Autumn_Winter,Early
22040,2013.15,0,3,Many,26_27,Average,Back,Asia,2010-2014,Autumn_Winter,Early
22041,2013.15,0,3,Many,26_27,Younger,Back,Asia,2010-2014,Autumn_Winter,Early
22042,2013.16,1,4,Many,26_27,Average,Front,Asia,2010-2014,Autumn_Winter,Middle
22043,2013.16,1,4,Many,26_27,Average,Front,Asia,2010-2014,Autumn_Winter,Middle
22044,2013.16,1,4,Many,26_27,Average,Back,Asia,2010-2014,Autumn_Winter,Middle
22045,2013.16,1,4,Many,26_27,Older,Front,Asia,2010-2014,Autumn_Winter,Middle
22046,2013.16,1,4,Many,26_27,Younger,Middle,Asia,2010-2014,Autumn_Winter,Middle
22047,2013.16,1,4,Many,26_27,Average,Front,Asia,2010-2014,Autumn_Winter,Middle
22048,2013.16,1,4,Many,26_27,Older,Front,Asia,2010-2014,Autumn_Winter,Middle
22049,2013.16,1,4,Many,26_27,Average,Middle,Asia,2010-2014,Autumn_Winter,Middle
22050,2013.16,1,4,Many,26_27,Older,Back,Asia,2010-2014,Autumn_Winter,Middle
22051,2013.16,1,4,Many,26_27,Younger,Middle,Asia,2010-2014,Autumn_Winter,Middle
22052,2013.16,1,4,Many,26_27,Older,Middle,Asia,2010-2014,Autumn_Winter,Middle
22053,2013.16,1,4,Many,26_27,Average,Back,Asia,2010-2014,Autumn_Winter,Middle
22054,2013.16,0,4,Many,26_27,Younger,Back,Asia,2010-2014,Autumn_Winter,Middle
22055,2013.16,0,4,Many,26_27,Older,Middle,Asia,2010-2014,Autumn_Winter,Middle
22056,2013.16,0,4,Many,26_27,Younger,Back,Asia,2010-2014,Autumn_Winter,Middle
22057,2013.16,0,4,Many,26_27,Younger,Back,Asia,2010-2014,Autumn_Winter,Middle
22058,2013.16,0,4,Many,26_27,Younger,Back,Asia,2010-2014,Autumn_Winter,Middle
22059,2013.16,0,4,Many,26_27,Younger,Back,Asia,2010-2014,Autumn_Winter,Middle
22060,2013.16,0,4,Many,26_27,Average,Middle,Asia,2010-2014,Autumn_Winter,Middle
22061,2013.16,0,4,Many,26_27,Older,Front,Asia,2010-2014,Autumn_Winter,Middle
22062,2013.16,0,4,Many,26_27,Younger,Back,Asia,2010-2014,Autumn_Winter,Middle
22063,2013.16,0,4,Many,26_27,Average,Back,Asia,2010-2014,Autumn_Winter,Middle
22064,2013.17,1,4,Many,26_27,Average,Front,Asia,2010-2014,Autumn_Winter,Middle
22065,2013.17,1,4,Many,26_27,Older,Front,Asia,2010-2014,Autumn_Winter,Middle
22066,2013.17,1,4,Many,26_27,Average,Front,Asia,2010-2014,Autumn_Winter,Middle
22067,2013.17,1,4,Many,26_27,Average,Front,Asia,2010-2014,Autumn_Winter,Middle
22068,2013.17,1,4,Many,26_27,Older,Middle,Asia,2010-2014,Autumn_Winter,Middle
22069,2013.17,1,4,Many,26_27,Average,Middle,Asia,2010-2014,Autumn_Winter,Middle
22070,2013.17,1,4,Many,26_27,Average,Front,Asia,2010-2014,Autumn_Winter,Middle
22071,2013.17,1,4,Many,26_27,Older,Middle,Asia,2010-2014,Autumn_Winter,Middle
22072,2013.17,1,4,Many,26_27,Younger,Middle,Asia,2010-2014,Autumn_Winter,Middle
22073,2013.17,1,4,Many,26_27,Older,Back,Asia,2010-2014,Autumn_Winter,Middle
22074,2013.17,1,4,Many,26_27,Average,Back,Asia,2010-2014,Autumn_Winter,Middle
22075,2013.17,1,4,Many,26_27,Older,Middle,Asia,2010-2014,Autumn_Winter,Middle
22076,2013.17,1,4,Many,26_27,Younger,Back,Asia,2010-2014,Autumn_Winter,Middle
22077,2013.17,0,4,Many,26_27,Average,Front,Asia,2010-2014,Autumn_Winter,Middle
22078,2013.17,0,4,Many,26_27,Younger,Back,Asia,2010-2014,Autumn_Winter,Middle
22079,2013.17,0,4,Many,26_27,Younger,Middle,Asia,2010-2014,Autumn_Winter,Middle
22080,2013.17,0,4,Many,26_27,Younger,Back,Asia,2010-2014,Autumn_Winter,Middle
22081,2013.17,0,4,Many,26_27,Average,Back,Asia,2010-2014,Autumn_Winter,Middle
22082,2013.17,0,4,Many,26_27,Younger,Back,Asia,2010-2014,Autumn_Winter,Middle
22083,2013.17,0,4,Many,26_27,Younger,Back,Asia,2010-2014,Autumn_Winter,Middle
22084,2013.17,0,4,Many,26_27,Younger,Back,Asia,2010-2014,Autumn_Winter,Middle
22085,2013.17,0,4,Many,26_27,Older,Back,Asia,2010-2014,Autumn_Winter,Middle
22086,2013.18,1,4,Many,26_27,Average,Front,Americas_Oceania,2010-2014,Autumn_Winter,Late
22087,2013.18,1,4,Many,26_27,Average,Front,Americas_Oceania,2010-2014,Autumn_Winter,Late
22088,2013.18,1,4,Many,26_27,Older,Front,Americas_Oceania,2010-2014,Autumn_Winter,Late
22089,2013.18,1,4,Many,26_27,Average,Front,Americas_Oceania,2010-2014,Autumn_Winter,Late
22090,2013.18,1,4,Many,26_27,Older,Front,Americas_Oceania,2010-2014,Autumn_Winter,Late
22091,2013.18,1,4,Many,26_27,Average,Front,Americas_Oceania,2010-2014,Autumn_Winter,Late
22092,2013.18,1,4,Many,26_27,Younger,Middle,Americas_Oceania,2010-2014,Autumn_Winter,Late
22093,2013.18,1,4,Many,26_27,Younger,Middle,Americas_Oceania,2010-2014,Autumn_Winter,Late
22094,2013.18,1,4,Many,26_27,Average,Middle,Americas_Oceania,2010-2014,Autumn_Winter,Late
22095,2013.18,1,4,Many,26_27,Older,Back,Americas_Oceania,2010-2014,Autumn_Winter,Late
22096,2013.18,1,4,Many,26_27,Younger,Middle,Americas_Oceania,2010-2014,Autumn_Winter,Late
22097,2013.18,1,4,Many,26_27,Younger,Back,Americas_Oceania,2010-2014,Autumn_Winter,Late
22098,2013.18,1,4,Many,26_27,Older,Back,Americas_Oceania,2010-2014,Autumn_Winter,Late
22099,2013.18,1,4,Many,26_27,Younger,Back,Americas_Oceania,2010-2014,Autumn_Winter,Late
22100,2013.18,1,4,Many,26_27,Older,Middle,Americas_Oceania,2010-2014,Autumn_Winter,Late
22101,2013.18,1,4,Many,26_27,Average,Middle,Americas_Oceania,2010-2014,Autumn_Winter,Late
22102,2013.18,0,4,Many,26_27,Average,Back,Americas_Oceania,2010-2014,Autumn_Winter,Late
22103,2013.18,0,4,Many,26_27,Younger,Back,Americas_Oceania,2010-2014,Autumn_Winter,Late
22104,2013.18,0,4,Many,26_27,Average,Back,Americas_Oceania,2010-2014,Autumn_Winter,Late
22105,2013.18,0,4,Many,26_27,Younger,Back,Americas_Oceania,2010-2014,Autumn_Winter,Late
22106,2013.18,0,4,Many,26_27,Younger,Back,Americas_Oceania,2010-2014,Autumn_Winter,Late
22107,2013.18,0,4,Many,26_27,Older,Back,Americas_Oceania,2010-2014,Autumn_Winter,Late
22108,2013.19,1,4,Many,26_27,Average,Front,Americas_Oceania,2010-2014,Autumn_Winter,Late
22109,2013.19,1,4,Many,26_27,Older,Front,Americas_Oceania,2010-2014,Autumn_Winter,Late
22110,2013.19,1,4,Many,26_27,Older,Front,Americas_Oceania,2010-2014,Autumn_Winter,Late
22111,2013.19,1,4,Many,26_27,Older,Back,Americas_Oceania,2010-2014,Autumn_Winter,Late
22112,2013.19,1,4,Many,26_27,Average,Front,Americas_Oceania,2010-2014,Autumn_Winter,Late
22113,2013.19,1,4,Many,26_27,Younger,Back,Americas_Oceania,2010-2014,Autumn_Winter,Late
22114,2013.19,1,4,Many,26_27,Older,Middle,Americas_Oceania,2010-2014,Autumn_Winter,Late
22115,2013.19,1,4,Many,26_27,Average,Middle,Americas_Oceania,2010-2014,Autumn_Winter,Late
22116,2013.19,1,4,Many,26_27,Average,Front,Americas_Oceania,2010-2014,Autumn_Winter,Late
22117,2013.19,0,4,Many,26_27,Younger,Middle,Americas_Oceania,2010-2014,Autumn_Winter,Late
22118,2013.19,0,4,Many,26_27,Average,Middle,Americas_Oceania,2010-2014,Autumn_Winter,Late
22119,2013.19,0,4,Many,26_27,Younger,Back,Americas_Oceania,2010-2014,Autumn_Winter,Late
22120,2013.19,0,4,Many,26_27,Older,Back,Americas_Oceania,2010-2014,Autumn_Winter,Late
