ResultIndex,Finished,RaceDecade,RaceYear,RaceMonth,RaceNumber,RaceStartHourGroup,CircuitCountry,CircuitLatitude,CircuitLongitude,ConstructorName,ConstructorNationality,DriverNationality,DriverHomeRace,DriversInRace,DriverAgeAtRace,RaceDrivers_AverageAge,GridPositionGroup,GridPosition_OriginalZero,GridPositionAdjusted
16029,0,1965 - 1974,1970,7,7,Unknown,UK,51.3569,0.263056,McLaren-Ford,British,American,0,23,39,31,Back,0,11
16030,0,1965 - 1974,1970,7,7,Unknown,UK,51.3569,0.263056,BRM,British,Mexican,0,23,30,31,Back,0,15
16031,0,1965 - 1974,1970,7,7,Unknown,UK,51.3569,0.263056,BRM,British,British,1,23,27,31,Mid,0,4
16032,0,1965 - 1974,1970,7,7,Unknown,UK,51.3569,0.263056,March,British,British,1,23,31,31,Mid,0,8
16033,0,1965 - 1974,1970,7,7,Unknown,UK,51.3569,0.263056,Surtees,British,British,1,23,36,31,Back,0,19
16034,0,1965 - 1974,1970,7,7,Unknown,UK,51.3569,0.263056,Matra,French,French,0,23,27,31,Back,0,12
16035,0,1965 - 1974,1970,7,7,Unknown,UK,51.3569,0.263056,Matra,French,French,0,23,33,31,Mid,0,10
16036,0,1965 - 1974,1970,7,7,Unknown,UK,51.3569,0.263056,March,British,American,0,23,30,31,Mid,0,9
16037,0,1965 - 1974,1970,7,7,Unknown,UK,51.3569,0.263056,March,British,Swiss,0,23,34,31,Back,0,20
16038,0,1965 - 1974,1970,7,7,Unknown,UK,51.3569,0.263056,Team Lotus,British,British,1,23,27,31,Mid,0,7
16039,0,1965 - 1974,1970,7,7,Unknown,UK,51.3569,0.263056,BRM,British,Canadian,0,23,24,31,Back,0,16
16040,0,1965 - 1974,1970,7,7,Unknown,UK,51.3569,0.263056,Ferrari,Italian,Belgian,0,23,25,31,Front,0,3
16041,0,1965 - 1974,1970,7,7,Unknown,UK,51.3569,0.263056,McLaren-Alfa Romeo,British,Italian,0,23,28,31,Back,0,18
16042,1,1965 - 1974,1970,8,8,Unknown,Germany,49.3278,8.56583,Team Lotus,British,Austrian,0,25,28,30.4,Front,0,2
16043,1,1965 - 1974,1970,8,8,Unknown,Germany,49.3278,8.56583,Ferrari,Italian,Belgian,0,25,25,30.4,Front,0,1
16044,1,1965 - 1974,1970,8,8,Unknown,Germany,49.3278,8.56583,McLaren-Ford,British,New Zealander,0,25,34,30.4,Back,0,16
16045,1,1965 - 1974,1970,8,8,Unknown,Germany,49.3278,8.56583,Team Lotus,British,Brazilian,0,25,23,30.4,Back,0,13
16046,0,1965 - 1974,1970,8,8,Unknown,Germany,49.3278,8.56583,Brabham,British,German,1,25,27,30.4,Back,0,11
16047,0,1965 - 1974,1970,8,8,Unknown,Germany,49.3278,8.56583,Matra,French,French,0,25,27,30.4,Mid,0,5
16048,0,1965 - 1974,1970,8,8,Unknown,Germany,49.3278,8.56583,March,British,French,0,25,26,30.4,Back,0,14
16049,0,1965 - 1974,1970,8,8,Unknown,Germany,49.3278,8.56583,March,British,Swiss,0,25,34,30.4,Mid,0,4
16050,0,1965 - 1974,1970,8,8,Unknown,Germany,49.3278,8.56583,Surtees,British,British,0,25,36,30.4,Back,0,15
16051,0,1965 - 1974,1970,8,8,Unknown,Germany,49.3278,8.56583,Team Lotus,British,British,0,25,41,30.4,Back,0,20
16052,0,1965 - 1974,1970,8,8,Unknown,Germany,49.3278,8.56583,March,British,New Zealander,0,25,27,30.4,Mid,0,6
16053,0,1965 - 1974,1970,8,8,Unknown,Germany,49.3278,8.56583,Ferrari,Italian,Swiss,0,25,30,30.4,Front,0,3
16054,0,1965 - 1974,1970,8,8,Unknown,Germany,49.3278,8.56583,Team Lotus,British,British,0,25,27,30.4,Mid,0,10
16055,0,1965 - 1974,1970,8,8,Unknown,Germany,49.3278,8.56583,March,British,British,0,25,31,30.4,Mid,0,7
16056,0,1965 - 1974,1970,8,8,Unknown,Germany,49.3278,8.56583,March,British,American,0,25,30,30.4,Mid,0,9
16057,0,1965 - 1974,1970,8,8,Unknown,Germany,49.3278,8.56583,March,British,Swedish,0,25,26,30.4,Back,0,19
16058,0,1965 - 1974,1970,8,8,Unknown,Germany,49.3278,8.56583,BRM,British,Mexican,0,25,30,30.4,Mid,0,8
16059,0,1965 - 1974,1970,8,8,Unknown,Germany,49.3278,8.56583,BRM,British,British,0,25,27,30.4,Back,0,18
16060,0,1965 - 1974,1970,8,8,Unknown,Germany,49.3278,8.56583,Brabham,British,Australian,0,25,44,30.4,Back,0,12
16061,0,1965 - 1974,1970,8,8,Unknown,Germany,49.3278,8.56583,Matra,French,French,0,25,33,30.4,Back,0,21
16062,0,1965 - 1974,1970,8,8,Unknown,Germany,49.3278,8.56583,McLaren-Ford,British,British,0,25,30,30.4,Back,0,17
16063,0,1965 - 1974,1970,8,8,Unknown,Germany,49.3278,8.56583,De Tomaso,Italian,British,0,25,33,30.4,Back,1,22
16064,0,1965 - 1974,1970,8,8,Unknown,Germany,49.3278,8.56583,McLaren-Alfa Romeo,British,Italian,0,25,28,30.4,Back,1,22
16065,0,1965 - 1974,1970,8,8,Unknown,Germany,49.3278,8.56583,Bellasi,Swiss,Swiss,0,25,29,30.4,Back,1,22
16066,0,1965 - 1974,1970,8,8,Unknown,Germany,49.3278,8.56583,March,British,German,1,25,35,30.4,Back,1,22
16067,1,2005 - 2014,2009,11,17,08:00 - 11:59,UAE,24.4672,54.6031,Red Bull,Austrian,German,0,20,22,27.4,Front,0,2
16068,1,2005 - 2014,2009,11,17,08:00 - 11:59,UAE,24.4672,54.6031,Red Bull,Austrian,Australian,0,20,33,27.4,Front,0,3
16069,1,2005 - 2014,2009,11,17,08:00 - 11:59,UAE,24.4672,54.6031,Brawn,British,British,0,20,29,27.4,Mid,0,5
16070,1,2005 - 2014,2009,11,17,08:00 - 11:59,UAE,24.4672,54.6031,Brawn,British,Brazilian,0,20,37,27.4,Mid,0,4
16071,1,2005 - 2014,2009,11,17,08:00 - 11:59,UAE,24.4672,54.6031,BMW Sauber,German,German,0,20,32,27.4,Mid,0,8
16072,1,2005 - 2014,2009,11,17,08:00 - 11:59,UAE,24.4672,54.6031,Toyota,Japanese,Japanese,0,20,23,27.4,Back,0,12
16073,1,2005 - 2014,2009,11,17,08:00 - 11:59,UAE,24.4672,54.6031,Toyota,Japanese,Italian,0,20,35,27.4,Mid,0,6
16074,1,2005 - 2014,2009,11,17,08:00 - 11:59,UAE,24.4672,54.6031,Toro Rosso,Italian,Swiss,0,20,21,27.4,Mid,0,10
16075,1,2005 - 2014,2009,11,17,08:00 - 11:59,UAE,24.4672,54.6031,Williams,British,German,0,20,24,27.4,Mid,0,9
16076,1,2005 - 2014,2009,11,17,08:00 - 11:59,UAE,24.4672,54.6031,BMW Sauber,German,Polish,0,20,24,27.4,Mid,0,7
16077,1,2005 - 2014,2009,11,17,08:00 - 11:59,UAE,24.4672,54.6031,McLaren,British,Finnish,0,20,28,27.4,Back,0,18
16078,1,2005 - 2014,2009,11,17,08:00 - 11:59,UAE,24.4672,54.6031,Ferrari,Italian,Finnish,0,20,30,27.4,Back,0,11
16079,1,2005 - 2014,2009,11,17,08:00 - 11:59,UAE,24.4672,54.6031,Williams,British,Japanese,0,20,24,27.4,Back,0,13
16080,1,2005 - 2014,2009,11,17,08:00 - 11:59,UAE,24.4672,54.6031,Renault,French,Spanish,0,20,28,27.4,Back,0,15
16081,1,2005 - 2014,2009,11,17,08:00 - 11:59,UAE,24.4672,54.6031,Force India,Indian,Italian,0,20,29,27.4,Back,0,16
16082,0,2005 - 2014,2009,11,17,08:00 - 11:59,UAE,24.4672,54.6031,Ferrari,Italian,Italian,0,20,36,27.4,Back,0,20
16083,0,2005 - 2014,2009,11,17,08:00 - 11:59,UAE,24.4672,54.6031,Force India,Indian,German,0,20,26,27.4,Back,0,17
16084,0,2005 - 2014,2009,11,17,08:00 - 11:59,UAE,24.4672,54.6031,Renault,French,French,0,20,23,27.4,Back,0,19
16085,0,2005 - 2014,2009,11,17,08:00 - 11:59,UAE,24.4672,54.6031,McLaren,British,British,0,20,24,27.4,Front,0,1
16086,0,2005 - 2014,2009,11,17,08:00 - 11:59,UAE,24.4672,54.6031,Toro Rosso,Italian,Spanish,0,20,19,27.4,Back,0,14
16087,1,1965 - 1974,1970,8,9,Unknown,Austria,47.2197,14.7647,Ferrari,Italian,Belgian,0,24,25,29.4,Front,0,3
16088,1,1965 - 1974,1970,8,9,Unknown,Austria,47.2197,14.7647,Ferrari,Italian,Swiss,0,24,30,29.4,Front,0,2
16089,1,1965 - 1974,1970,8,9,Unknown,Austria,47.2197,14.7647,Brabham,British,German,0,24,27,29.4,Back,0,17
16090,0,1965 - 1974,1970,8,9,Unknown,Austria,47.2197,14.7647,BRM,British,Mexican,0,24,30,29.4,Back,0,22
16091,0,1965 - 1974,1970,8,9,Unknown,Austria,47.2197,14.7647,BRM,British,British,0,24,28,29.4,Back,0,14
16092,0,1965 - 1974,1970,8,9,Unknown,Austria,47.2197,14.7647,Matra,French,French,0,24,33,29.4,Mid,0,7
16093,0,1965 - 1974,1970,8,9,Unknown,Austria,47.2197,14.7647,Ferrari,Italian,Italian,0,24,28,29.4,Mid,0,5
16094,0,1965 - 1974,1970,8,9,Unknown,Austria,47.2197,14.7647,March,British,New Zealander,0,24,27,29.4,Mid,0,5
16095,0,1965 - 1974,1970,8,9,Unknown,Austria,47.2197,14.7647,March,British,Swiss,0,24,34,29.4,Back,0,20
16096,0,1965 - 1974,1970,8,9,Unknown,Austria,47.2197,14.7647,McLaren-Ford,British,British,0,24,30,29.4,Back,0,21
16097,0,1965 - 1974,1970,8,9,Unknown,Austria,47.2197,14.7647,BRM,British,Canadian,0,24,24,29.4,Back,0,23
16098,0,1965 - 1974,1970,8,9,Unknown,Austria,47.2197,14.7647,McLaren-Alfa Romeo,British,Italian,0,24,28,29.4,Back,0,15
16099,0,1965 - 1974,1970,8,9,Unknown,Austria,47.2197,14.7647,Brabham,British,Australian,0,24,44,29.4,Mid,0,8
16100,0,1965 - 1974,1970,8,9,Unknown,Austria,47.2197,14.7647,Matra,French,French,0,24,27,29.4,Back,0,13
16101,0,1965 - 1974,1970,8,9,Unknown,Austria,47.2197,14.7647,Team Lotus,British,Brazilian,0,24,23,29.4,Back,0,16
16102,0,1965 - 1974,1970,8,9,Unknown,Austria,47.2197,14.7647,McLaren-Ford,British,New Zealander,0,24,34,29.4,Back,0,11
16103,0,1965 - 1974,1970,8,9,Unknown,Austria,47.2197,14.7647,Surtees,British,British,0,24,36,29.4,Back,0,12
16104,0,1965 - 1974,1970,8,9,Unknown,Austria,47.2197,14.7647,De Tomaso,Italian,Australian,0,24,26,29.4,Back,0,19
16105,0,1965 - 1974,1970,8,9,Unknown,Austria,47.2197,14.7647,Team Lotus,British,Austrian,1,24,28,29.4,Front,0,1
16106,0,1965 - 1974,1970,8,9,Unknown,Austria,47.2197,14.7647,March,British,American,0,24,30,29.4,Back,0,18
16107,0,1965 - 1974,1970,8,9,Unknown,Austria,47.2197,14.7647,Bellasi,Swiss,Swiss,0,24,29,29.4,Back,0,24
16108,0,1965 - 1974,1970,8,9,Unknown,Austria,47.2197,14.7647,March,British,British,0,24,31,29.4,Mid,0,4
16109,0,1965 - 1974,1970,8,9,Unknown,Austria,47.2197,14.7647,Team Lotus,British,British,0,24,27,29.4,Mid,0,10
16110,0,1965 - 1974,1970,8,9,Unknown,Austria,47.2197,14.7647,March,British,French,0,24,26,29.4,Mid,0,9
16111,1,1965 - 1974,1970,9,10,Unknown,Italy,45.6156,9.28111,Ferrari,Italian,Swiss,0,27,31,30.1,Front,0,3
16112,1,1965 - 1974,1970,9,10,Unknown,Italy,45.6156,9.28111,March,British,British,0,27,31,30.1,Mid,0,4
16113,1,1965 - 1974,1970,9,10,Unknown,Italy,45.6156,9.28111,Matra,French,French,0,27,33,30.1,Back,0,14
16114,1,1965 - 1974,1970,9,10,Unknown,Italy,45.6156,9.28111,McLaren-Ford,British,New Zealander,0,27,34,30.1,Mid,0,9
16115,1,1965 - 1974,1970,9,10,Unknown,Italy,45.6156,9.28111,Brabham,British,German,0,27,27,30.1,Back,0,17
16116,1,1965 - 1974,1970,9,10,Unknown,Italy,45.6156,9.28111,March,British,French,0,27,26,30.1,Back,0,11
16117,0,1965 - 1974,1970,9,10,Unknown,Italy,45.6156,9.28111,March,British,New Zealander,0,27,27,30.1,Back,0,18
16118,0,1965 - 1974,1970,9,10,Unknown,Italy,45.6156,9.28111,McLaren-Alfa Romeo,British,Italian,1,27,28,30.1,Back,0,12
16119,0,1965 - 1974,1970,9,10,Unknown,Italy,45.6156,9.28111,McLaren-Ford,British,British,0,27,30,30.1,Back,0,16
16120,0,1965 - 1974,1970,9,10,Unknown,Italy,45.6156,9.28111,BRM,British,British,0,27,28,30.1,Mid,0,6
16121,0,1965 - 1974,1970,9,10,Unknown,Italy,45.6156,9.28111,March,British,Swedish,0,27,26,30.1,Back,0,13
16122,0,1965 - 1974,1970,9,10,Unknown,Italy,45.6156,9.28111,Brabham,British,Australian,0,27,44,30.1,Mid,0,8
16123,0,1965 - 1974,1970,9,10,Unknown,Italy,45.6156,9.28111,Ferrari,Italian,Belgian,0,27,25,30.1,Front,0,1
16124,0,1965 - 1974,1970,9,10,Unknown,Italy,45.6156,9.28111,BRM,British,Canadian,0,27,24,30.1,Back,0,20
16125,0,1965 - 1974,1970,9,10,Unknown,Italy,45.6156,9.28111,De Tomaso,Italian,Australian,0,27,26,30.1,Back,0,19
16126,0,1965 - 1974,1970,9,10,Unknown,Italy,45.6156,9.28111,Ferrari,Italian,Italian,1,27,29,30.1,Back,0,15
16127,0,1965 - 1974,1970,9,10,Unknown,Italy,45.6156,9.28111,Matra,French,French,0,27,27,30.1,Mid,0,5
16128,0,1965 - 1974,1970,9,10,Unknown,Italy,45.6156,9.28111,BRM,British,Mexican,0,27,30,30.1,Front,0,2
16129,0,1965 - 1974,1970,9,10,Unknown,Italy,45.6156,9.28111,March,British,Swiss,0,27,34,30.1,Mid,0,7
16130,0,1965 - 1974,1970,9,10,Unknown,Italy,45.6156,9.28111,Surtees,British,British,0,27,36,30.1,Mid,0,10
16131,0,1965 - 1974,1970,9,10,Unknown,Italy,45.6156,9.28111,Team Lotus,British,British,0,27,41,30.1,Back,1,21
16132,0,1965 - 1974,1970,9,10,Unknown,Italy,45.6156,9.28111,Team Lotus,British,British,0,27,27,30.1,Back,1,21
16133,0,1965 - 1974,1970,9,10,Unknown,Italy,45.6156,9.28111,Team Lotus,British,Austrian,0,27,28,30.1,Back,1,21
16134,0,1965 - 1974,1970,9,10,Unknown,Italy,45.6156,9.28111,McLaren-Ford,British,Swedish,0,27,40,30.1,Back,1,21
16135,0,1965 - 1974,1970,9,10,Unknown,Italy,45.6156,9.28111,Team Lotus,British,Brazilian,0,27,23,30.1,Back,1,21
16136,0,1965 - 1974,1970,9,10,Unknown,Italy,45.6156,9.28111,McLaren-Alfa Romeo,British,Italian,1,27,29,30.1,Back,1,21
16137,0,1965 - 1974,1970,9,10,Unknown,Italy,45.6156,9.28111,Bellasi,Swiss,Swiss,0,27,29,30.1,Back,1,21
16138,1,1965 - 1974,1970,9,11,Unknown,Canada,46.1877,-74.6099,Ferrari,Italian,Belgian,0,20,25,30.4,Front,0,2
16139,1,1965 - 1974,1970,9,11,Unknown,Canada,46.1877,-74.6099,Ferrari,Italian,Swiss,0,20,31,30.4,Front,0,3
16140,1,1965 - 1974,1970,9,11,Unknown,Canada,46.1877,-74.6099,March,British,New Zealander,0,20,27,30.4,Mid,0,6
16141,0,1965 - 1974,1970,9,11,Unknown,Canada,46.1877,-74.6099,BRM,British,Mexican,0,20,30,30.4,Mid,0,7
16142,0,1965 - 1974,1970,9,11,Unknown,Canada,46.1877,-74.6099,Surtees,British,British,0,20,36,30.4,Mid,0,5
16143,0,1965 - 1974,1970,9,11,Unknown,Canada,46.1877,-74.6099,McLaren-Ford,British,British,0,20,30,30.4,Back,0,11
16144,0,1965 - 1974,1970,9,11,Unknown,Canada,46.1877,-74.6099,Matra,French,French,0,20,27,30.4,Mid,0,8
16145,0,1965 - 1974,1970,9,11,Unknown,Canada,46.1877,-74.6099,Matra,French,French,0,20,33,30.4,Back,0,13
16146,0,1965 - 1974,1970,9,11,Unknown,Canada,46.1877,-74.6099,March,British,French,0,20,26,30.4,Mid,0,4
16147,0,1965 - 1974,1970,9,11,Unknown,Canada,46.1877,-74.6099,BRM,British,Canadian,1,20,24,30.4,Mid,0,9
16148,0,1965 - 1974,1970,9,11,Unknown,Canada,46.1877,-74.6099,De Tomaso,Italian,Australian,0,20,26,30.4,Back,0,17
16149,0,1965 - 1974,1970,9,11,Unknown,Canada,46.1877,-74.6099,Team Lotus,British,British,0,20,41,30.4,Back,0,20
16150,0,1965 - 1974,1970,9,11,Unknown,Canada,46.1877,-74.6099,McLaren-Alfa Romeo,British,Italian,0,20,28,30.4,Back,0,12
16151,0,1965 - 1974,1970,9,11,Unknown,Canada,46.1877,-74.6099,March,British,Swedish,0,20,26,30.4,Back,0,16
16152,0,1965 - 1974,1970,9,11,Unknown,Canada,46.1877,-74.6099,McLaren-Ford,British,New Zealander,0,20,34,30.4,Back,0,15
16153,0,1965 - 1974,1970,9,11,Unknown,Canada,46.1877,-74.6099,Brabham,British,Australian,0,20,44,30.4,Back,0,19
16154,0,1965 - 1974,1970,9,11,Unknown,Canada,46.1877,-74.6099,BRM,British,British,0,20,28,30.4,Mid,0,10
16155,0,1965 - 1974,1970,9,11,Unknown,Canada,46.1877,-74.6099,Tyrrell,British,British,0,20,31,30.4,Front,0,1
16156,0,1965 - 1974,1970,9,11,Unknown,Canada,46.1877,-74.6099,Brabham,British,German,0,20,27,30.4,Back,0,18
16157,0,1965 - 1974,1970,9,11,Unknown,Canada,46.1877,-74.6099,March,British,Swiss,0,20,34,30.4,Back,0,14
16158,1,1965 - 1974,1970,10,12,Unknown,USA,42.3369,-76.9272,Team Lotus,British,Brazilian,0,27,23,31.1,Front,0,3
16159,1,1965 - 1974,1970,10,12,Unknown,USA,42.3369,-76.9272,BRM,British,Mexican,0,27,30,31.1,Mid,0,4
16160,1,1965 - 1974,1970,10,12,Unknown,USA,42.3369,-76.9272,Team Lotus,British,Swedish,0,27,29,31.1,Mid,0,9
16161,0,1965 - 1974,1970,10,12,Unknown,USA,42.3369,-76.9272,Ferrari,Italian,Belgian,0,27,25,31.1,Front,0,1
16162,0,1965 - 1974,1970,10,12,Unknown,USA,42.3369,-76.9272,March,British,New Zealander,0,27,27,31.1,Mid,0,5
16163,0,1965 - 1974,1970,10,12,Unknown,USA,42.3369,-76.9272,Surtees,British,British,0,27,28,31.1,Back,0,13
16164,0,1965 - 1974,1970,10,12,Unknown,USA,42.3369,-76.9272,McLaren-Ford,British,New Zealander,0,27,34,31.1,Back,0,11
16165,0,1965 - 1974,1970,10,12,Unknown,USA,42.3369,-76.9272,Matra,French,French,0,27,28,31.1,Back,0,12
16166,0,1965 - 1974,1970,10,12,Unknown,USA,42.3369,-76.9272,March,British,Swiss,0,27,34,31.1,Back,0,23
16167,0,1965 - 1974,1970,10,12,Unknown,USA,42.3369,-76.9272,Brabham,British,Australian,0,27,44,31.1,Back,0,16
16168,0,1965 - 1974,1970,10,12,Unknown,USA,42.3369,-76.9272,March,British,Swedish,0,27,26,31.1,Back,0,15
16169,0,1965 - 1974,1970,10,12,Unknown,USA,42.3369,-76.9272,Brabham,British,German,0,27,27,31.1,Back,0,19
16170,0,1965 - 1974,1970,10,12,Unknown,USA,42.3369,-76.9272,Ferrari,Italian,Swiss,0,27,31,31.1,Mid,0,6
16171,0,1965 - 1974,1970,10,12,Unknown,USA,42.3369,-76.9272,McLaren-Ford,British,British,0,27,30,31.1,Back,0,21
16172,0,1965 - 1974,1970,10,12,Unknown,USA,42.3369,-76.9272,Tyrrell,British,British,0,27,31,31.1,Front,0,2
16173,0,1965 - 1974,1970,10,12,Unknown,USA,42.3369,-76.9272,Team Lotus,British,British,0,27,41,31.1,Mid,0,10
16174,0,1965 - 1974,1970,10,12,Unknown,USA,42.3369,-76.9272,March,British,French,0,27,26,31.1,Back,0,17
16175,0,1965 - 1974,1970,10,12,Unknown,USA,42.3369,-76.9272,De Tomaso,Italian,Australian,0,27,27,31.1,Back,0,20
16176,0,1965 - 1974,1970,10,12,Unknown,USA,42.3369,-76.9272,McLaren-Ford,British,Swedish,0,27,40,31.1,Back,0,24
16177,0,1965 - 1974,1970,10,12,Unknown,USA,42.3369,-76.9272,Matra,French,French,0,27,33,31.1,Back,0,18
16178,0,1965 - 1974,1970,10,12,Unknown,USA,42.3369,-76.9272,Brabham,British,American,0,27,33,31.1,Back,0,22
16179,0,1965 - 1974,1970,10,12,Unknown,USA,42.3369,-76.9272,BRM,British,British,0,27,28,31.1,Mid,0,7
16180,0,1965 - 1974,1970,10,12,Unknown,USA,42.3369,-76.9272,BRM,British,Canadian,0,27,24,31.1,Back,0,14
16181,0,1965 - 1974,1970,10,12,Unknown,USA,42.3369,-76.9272,Surtees,British,British,0,27,36,31.1,Mid,0,8
16182,0,1965 - 1974,1970,10,12,Unknown,USA,42.3369,-76.9272,BRM,British,British,0,27,32,31.1,Back,1,25
16183,0,1965 - 1974,1970,10,12,Unknown,USA,42.3369,-76.9272,Team Lotus,British,American,0,27,44,31.1,Back,1,25
16184,0,1965 - 1974,1970,10,12,Unknown,USA,42.3369,-76.9272,McLaren-Alfa Romeo,British,Italian,0,27,29,31.1,Back,1,25
16185,1,1965 - 1974,1970,10,13,Unknown,Mexico,19.4042,-99.0907,Ferrari,Italian,Belgian,0,18,25,30.9,Front,0,3
16186,1,1965 - 1974,1970,10,13,Unknown,Mexico,19.4042,-99.0907,Ferrari,Italian,Swiss,0,18,31,30.9,Front,0,1
16187,1,1965 - 1974,1970,10,13,Unknown,Mexico,19.4042,-99.0907,McLaren-Ford,British,New Zealander,0,18,34,30.9,Back,0,14
16188,1,1965 - 1974,1970,10,13,Unknown,Mexico,19.4042,-99.0907,March,British,New Zealander,0,18,27,30.9,Mid,0,5
16189,1,1965 - 1974,1970,10,13,Unknown,Mexico,19.4042,-99.0907,Matra,French,French,0,18,33,30.9,Mid,0,6
16190,1,1965 - 1974,1970,10,13,Unknown,Mexico,19.4042,-99.0907,BRM,British,Mexican,1,18,30,30.9,Mid,0,7
16191,0,1965 - 1974,1970,10,13,Unknown,Mexico,19.4042,-99.0907,BRM,British,British,0,18,28,30.9,Back,0,13
16192,0,1965 - 1974,1970,10,13,Unknown,Mexico,19.4042,-99.0907,Surtees,British,British,0,18,36,30.9,Back,0,15
16193,0,1965 - 1974,1970,10,13,Unknown,Mexico,19.4042,-99.0907,Matra,French,French,0,18,28,30.9,Back,0,11
16194,0,1965 - 1974,1970,10,13,Unknown,Mexico,19.4042,-99.0907,Team Lotus,British,Swedish,0,18,29,30.9,Back,0,12
16195,0,1965 - 1974,1970,10,13,Unknown,Mexico,19.4042,-99.0907,Brabham,British,Australian,0,18,44,30.9,Mid,0,4
16196,0,1965 - 1974,1970,10,13,Unknown,Mexico,19.4042,-99.0907,Tyrrell,British,British,0,18,31,30.9,Front,0,2
16197,0,1965 - 1974,1970,10,13,Unknown,Mexico,19.4042,-99.0907,McLaren-Ford,British,British,0,18,30,30.9,Mid,0,10
16198,0,1965 - 1974,1970,10,13,Unknown,Mexico,19.4042,-99.0907,Brabham,British,German,0,18,27,30.9,Back,0,17
16199,0,1965 - 1974,1970,10,13,Unknown,Mexico,19.4042,-99.0907,March,British,French,0,18,26,30.9,Mid,0,9
16200,0,1965 - 1974,1970,10,13,Unknown,Mexico,19.4042,-99.0907,Team Lotus,British,British,0,18,41,30.9,Mid,0,8
16201,0,1965 - 1974,1970,10,13,Unknown,Mexico,19.4042,-99.0907,March,British,Swiss,0,18,34,30.9,Back,0,16
16202,0,1965 - 1974,1970,10,13,Unknown,Mexico,19.4042,-99.0907,Team Lotus,British,Brazilian,0,18,23,30.9,Back,0,18
16203,1,1965 - 1974,1969,3,1,Unknown,South Africa,-25.9894,28.0767,Matra-Ford,French,British,0,18,29,32.4,Mid,0,4
16204,1,1965 - 1974,1969,3,1,Unknown,South Africa,-25.9894,28.0767,Lotus-Ford,British,British,0,18,40,32.4,Mid,0,7
16205,1,1965 - 1974,1969,3,1,Unknown,South Africa,-25.9894,28.0767,McLaren-Ford,British,New Zealander,0,18,32,32.4,Front,0,3
16206,1,1965 - 1974,1969,3,1,Unknown,South Africa,-25.9894,28.0767,Lotus-Ford,British,Swiss,0,18,32,32.4,Back,0,12
16207,0,1965 - 1974,1969,3,1,Unknown,South Africa,-25.9894,28.0767,McLaren-Ford,British,New Zealander,0,18,31,32.4,Mid,0,8
16208,0,1965 - 1974,1969,3,1,Unknown,South Africa,-25.9894,28.0767,Matra-Ford,French,French,0,18,31,32.4,Back,0,11
16209,0,1965 - 1974,1969,3,1,Unknown,South Africa,-25.9894,28.0767,BRM,British,British,0,18,26,32.4,Back,0,14
16210,0,1965 - 1974,1969,3,1,Unknown,South Africa,-25.9894,28.0767,Brabham-Repco,British,Rhodesian,0,18,47,32.4,Back,0,17
16211,0,1965 - 1974,1969,3,1,Unknown,South Africa,-25.9894,28.0767,Brabham-Repco,British,South African,1,18,33,32.4,Back,0,16
16212,0,1965 - 1974,1969,3,1,Unknown,South Africa,-25.9894,28.0767,Lotus-Ford,British,Austrian,0,18,26,32.4,Front,0,2
16213,0,1965 - 1974,1969,3,1,Unknown,South Africa,-25.9894,28.0767,BRM,British,British,0,18,35,32.4,Back,0,18
16214,0,1965 - 1974,1969,3,1,Unknown,South Africa,-25.9894,28.0767,BRM,British,Mexican,0,18,29,32.4,Back,0,15
16215,0,1965 - 1974,1969,3,1,Unknown,South Africa,-25.9894,28.0767,Ferrari,Italian,New Zealander,0,18,25,32.4,Mid,0,5
16216,0,1965 - 1974,1969,3,1,Unknown,South Africa,-25.9894,28.0767,Brabham-Ford,British,Australian,0,18,42,32.4,Front,0,1
16217,0,1965 - 1974,1969,3,1,Unknown,South Africa,-25.9894,28.0767,Lotus-Ford,British,American,0,18,29,32.4,Mid,0,6
16218,0,1965 - 1974,1969,3,1,Unknown,South Africa,-25.9894,28.0767,Lotus-Ford,British,Rhodesian,0,18,44,32.4,Mid,0,10
16219,0,1965 - 1974,1969,3,1,Unknown,South Africa,-25.9894,28.0767,Brabham-Ford,British,Belgian,0,18,24,32.4,Back,0,13
16220,0,1965 - 1974,1969,3,1,Unknown,South Africa,-25.9894,28.0767,McLaren-Ford,British,South African,1,18,29,32.4,Mid,0,9
16221,1,1965 - 1974,1969,5,2,Unknown,Spain,41.3664,2.15167,Matra-Ford,French,British,0,14,29,30.8,Mid,0,4
16222,0,1965 - 1974,1969,5,2,Unknown,Spain,41.3664,2.15167,McLaren-Ford,British,New Zealander,0,14,31,30.8,Back,0,13
16223,0,1965 - 1974,1969,5,2,Unknown,Spain,41.3664,2.15167,Matra-Ford,French,French,0,14,32,30.8,Back,0,12
16224,0,1965 - 1974,1969,5,2,Unknown,Spain,41.3664,2.15167,McLaren-Ford,British,New Zealander,0,14,32,30.8,Mid,0,8
16225,0,1965 - 1974,1969,5,2,Unknown,Spain,41.3664,2.15167,BRM,British,British,0,14,35,30.8,Mid,0,9
16226,0,1965 - 1974,1969,5,2,Unknown,Spain,41.3664,2.15167,Brabham-Ford,British,Belgian,0,14,24,30.8,Mid,0,7
16227,0,1965 - 1974,1969,5,2,Unknown,Spain,41.3664,2.15167,BRM,British,Mexican,0,14,29,30.8,Back,0,14
16228,0,1965 - 1974,1969,5,2,Unknown,Spain,41.3664,2.15167,Ferrari,Italian,New Zealander,0,14,25,30.8,Front,0,2
